X,Y
5.6844073070915195,-0.11041514597324636
5.762769522718987,-0.07753295922165393
6.113531365785335,0.22135825575569823
3.173810938552762,0.7112714621309463
6.293148549597843,-0.19949111757636012
1.9749429520312178,1.2413348361965895
4.625509384111814,-1.0116235100222815
2.7327242598165964,0.03340133845414128
4.495946940942691,-1.1624988459838965
0.8601773178804772,1.9717714725835858
0.33677370370043264,-0.08335638190068595
2.030529509029537,0.545547139159902
6.090599286995097,-1.098265502065175
3.576280985389819,-0.18684458628292372
6.223800430294872,1.1301463567788035
5.672949545910116,-0.2514817066409699
3.805356018948594,-0.6164826937701052
1.8302212302384968,0.8153841441916988
0.6092867865691733,1.7691644649294271
5.93818215561119,-0.477412060735257
6.303681502495804,0.6719419334008215
1.7178861145502287,0.9530518572624008
2.8938705567005623,0.5914308529525044
4.035301932428617,-1.2207234701720873
5.927124253725857,-0.7566564734100828
1.7549626174069253,-0.1690129348359597
2.9719870196917073,0.7978358096610709
3.588489036415793,-0.18712102581952372
4.864062045527123,-1.0283885064700355
6.315316019416307,0.020563027931624227
1.0903276443284875,0.6536110781668469
4.366895963658452,-1.071599737312146
3.5316298431016113,0.428175247237779
2.817841415296378,0.6920057025074904
0.09253680939431144,0.09856520926485658
5.724253100508541,-1.0019101837850886
5.652447282214087,0.32695244543737945
6.5008218699078935,0.11805138433947876
0.4244090993503114,0.2471484561006742
3.5196613725636934,-0.833622004692093
1.3622311558039777,0.37941379098755035
0.6743166813143153,0.46095334271668276
0.5327979558891617,-0.1195529965364337
4.222089912889743,-1.0816081991458146
0.35421168961203237,0.6645596276133461
4.118675306034667,-1.3380950763125794
5.312658347124539,-0.2024172464236701
1.4497159253367817,1.0974576098469941
6.147696761209679,-0.15440295399246984
4.332742428390122,0.22437446660692661
5.545757821175434,-0.3986981166301322
2.937708492464627,0.6502440803604754
2.107381825721403,1.0389722149409022
2.9068938813896037,-0.48807079803122744
2.762396118050738,-0.009821406783425135
4.039464050113553,-0.866846949431996
2.7189100437422944,-0.6407849384404014
2.9720347232839073,0.104748128056704
4.920090983590446,-0.7915129569761079
2.3915120889578247,1.2790045470356228
3.678136931263869,-0.5476509554707288
2.989833780204337,-0.2517479873870727
6.658938962748097,-0.10299390929910585
